"","ScientificName","CommonName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"438","Lepisosteus oculatus","Spotted gar","Unsexed",NA,549,"NG","Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58585 target='_blank' >Parker et al. 1984</a>"
"439","Lepisosteus oculatus","Spotted gar","Female",395,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"440","Lepisosteus oculatus","Spotted gar","Male",285,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"441","Lepisosteus osseus","Longnose gar","Female",NA,838,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"442","Lepisosteus osseus","Longnose gar","Male",660,NA,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"443","Lepisosteus osseus","Longnose gar","Female",NA,500,NA,"Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"451","Lethenteron appendix","American brook lamprey","Unsexed",NA,150,"TL","Canada","To be filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"452","Lethenteron camtschaticum","Arctic lamprey","Female",130,NA,"TL",NA,"North America and Asia.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12321 target='_blank' >Holcík 1986</a>"
"453","Lethenteron camtschaticum","Arctic lamprey","Male",135,NA,"TL",NA,"North America and Asia.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12321 target='_blank' >Holcík 1986</a>"
"454","Lethenteron camtschaticum","Arctic lamprey","Unsexed",130,NA,"TL","Mongolia","Barh and Hurh rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"455","Lethenteron camtschaticum","Arctic lamprey","Unsexed",350,NA,"TL",NA,"Not specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"460","Lota lota","Burbot","Female",350,NA,NA,"Mongolia","Selenga and orhon rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"461","Lota lota","Burbot","Male",270,NA,NA,"Mongolia","Selenga and Orhon rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"467","Lota lota","Burbot","Mixed",400,NA,"TL","Russian Federation","Enisey river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"468","Lota lota","Burbot","Unsexed",450,NA,NA,"Alaska (USA)","Not specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58810 target='_blank' >Holmes 1994</a>"
"471","Luxilus chrysocephalus","Striped shiner","Female",NA,67,"SL","United States","Virginia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"472","Luxilus cornutus","Common shiner","Unsexed",NA,74,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"473","Lythrurus umbratilis","Redfin shiner","Unsexed",NA,30,"SL","United States","Mississippi","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58620 target='_blank' >Matthews et al. 1984</a>"
"474","Macrhybopsis storeriana","Silver chub","Unsexed",NA,132,"SL","Canada","To be filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58533 target='_blank' >Parker et al. 1987</a>"
"475","Micropterus dolomieu","Smallmouth bass","Female",220,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40678 target='_blank' >Raffetto et al. 1990</a>"
"476","Micropterus dolomieu","Smallmouth bass","Male",200,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=32487 target='_blank' >Baylis et al. 1993</a>"
"481","Morone chrysops","White bass","Female",NA,280,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"482","Morone chrysops","White bass","Male",NA,210,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"489","Mugil cephalus","Flathead grey mullet","Unsexed",NA,270,"SL","Tunisia","Lagoon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=2285 target='_blank' >Conseil Gé... 1982</a>"
"490","Mugil cephalus","Flathead grey mullet","Unsexed",300,NA,NA,NA,"Western Australia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=28724 target='_blank' >Thomson 1951</a>"
"491","Mugil cephalus","Flathead grey mullet","Female",NA,330,"TL","France","Gulf of Lion","<a href=http://fishbase.ca/references/FBRefSummary.php?id=7253 target='_blank' >Campillo 1992</a>"
"492","Mugil cephalus","Flathead grey mullet","Male",NA,310,"TL","France","Gulf of Lion","<a href=http://fishbase.ca/references/FBRefSummary.php?id=7253 target='_blank' >Campillo 1992</a>"
"493","Mugil cephalus","Flathead grey mullet","Unsexed",200,NA,"NG","Taiwan","Taiwan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=11281 target='_blank' >Rivas 1980</a>"
"494","Mugil cephalus","Flathead grey mullet","Unsexed",450,NA,"TL","Namibia","Namibia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=36731 target='_blank' >Bianchi et al. 1999</a>"
"496","Mugil cephalus","Flathead grey mullet","Unsexed",300,NA,"TL","Russian Federation","Primorye","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56557 target='_blank' >Novikov et al. 2002</a>"
"497","Mugil cephalus","Flathead grey mullet","Unsexed",NA,340,"SL","South Africa","Southern African estuaries","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58350 target='_blank' >Whitfield 1998</a>"
"500","Mugil cephalus","Flathead grey mullet","Female",299,377,"TL","Mexico","Tamiahua Lagoon, Veracruz (21°06'-22°06' N and 97°23'-97°46' W, April 1991-Mar 1992)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=79024 target='_blank' >Ibañez et al. 1996</a>"
"501","Mugil cephalus","Flathead grey mullet","Male",280,373,"TL","Mexico","Tamiahua Lagoon, Veracruz (21°06'-22°06' N and 97°23'-97°46' W, April 1991-Mar 1992)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=79024 target='_blank' >Ibañez et al. 1996</a>"
"502","Mylocheilus caurinus","Peamouth","Female",NA,249,"TL","United States","Washington","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski et al. 1979</a>"
"505","Myoxocephalus quadricornis","Fourhorn sculpin","Mixed",150,NA,NA,NA,"Arctic seas","<a href=http://fishbase.ca/references/FBRefSummary.php?id=35388 target='_blank' >Muus et al. 1999</a>"
"512","Nocomis micropogon","River chub","Unsexed",NA,110,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1998</a>"
"513","Notemigonus crysoleucas","Golden shiner","Unsexed",NA,64,"SL","Canada","Ontario lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"515","Notropis atherinoides","Emerald shiner","Unsexed",NA,42,"SL","Canada","Ontario lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"516","Notropis bifrenatus","Bridle shiner","Unsexed",NA,35,"SL","United States","Virginia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins et al. 1993</a>"
"518","Oncorhynchus clarkii","Cutthroat trout","Unsexed",100,NA,"TL","United States","Near South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"519","Oncorhynchus clarkii","Cutthroat trout","Unsexed",300,NA,"TL","United States","South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"520","Oncorhynchus clarkii","Cutthroat trout","Female",150,NA,"SL","United States","Upper Missouri River drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"521","Oncorhynchus clarkii","Cutthroat trout","Male",110,NA,"TL","United States","Upper Missouri River drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"522","Oncorhynchus gorbuscha","Pink salmon","Unsexed",400,450,"TL",NA,"North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27368 target='_blank' >Gerstmeier et al. 1998</a>"
"524","Oncorhynchus keta","Chum salmon","Female",NA,700,NA,"Canada","Columbia River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"525","Oncorhynchus keta","Chum salmon","Male",NA,810,NA,"Canada","Columbia River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"533","Oncorhynchus mykiss","Rainbow trout","Unsexed",150,NA,NA,NA,"Not specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27547 target='_blank' >Morrow 1980</a>"
"535","Oncorhynchus nerka","Sockeye salmon","Unsexed",NA,600,NA,"Canada","Cultus Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"538","Oncorhynchus tshawytscha","Chinook salmon","Unsexed",NA,789,NA,"Russian Federation","Eastern Kamchatka","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56350 target='_blank' >Vronsky 2003</a>"
"539","Oncorhynchus tshawytscha","Chinook salmon","Unsexed",NA,854,NA,"Russian Federation","Western Kamchatka","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56350 target='_blank' >Vronsky 2003</a>"
"544","Osmerus mordax","Rainbow smelt","Female",NA,197,"TL","United States","Massachusetts river system","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"545","Osmerus mordax","Rainbow smelt","Female",NA,193,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"546","Osmerus mordax","Rainbow smelt","Male",NA,188,"TL","United States","Massachusetts river system","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"547","Osmerus mordax","Rainbow smelt","Male",NA,150,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"548","Osmerus mordax","Rainbow smelt","Mixed",NA,220,"TL","Canada","Beaufort Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52220 target='_blank' >Haldorson et al. 1984</a>"
"552","Osmerus dentex","Pacific rainbow smelt","Mixed",140,NA,"FL","Russian Federation","Enisey river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"556","Percopsis omiscomaycus","Trout-perch","Female",75,NA,"TL","United States","SE Lake Michigan, 1970","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51953 target='_blank' >House et al. 1973</a>"
"564","Platichthys stellatus","Starry flounder","Female",350,NA,NA,"United States","California","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1098 target='_blank' >Orcutt 1950</a>"
"565","Platichthys stellatus","Starry flounder","Male",300,NA,NA,"United States","California","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1098 target='_blank' >Orcutt 1950</a>"
"570","Prosopium cylindraceum","Round whitefish","Female",NA,300,"NG","Russian Federation","Anadyr river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"571","Prosopium cylindraceum","Round whitefish","Male",NA,270,"NG","Russian Federation","Anadyr river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"572","Pungitius pungitius","Ninespine stickleback","Unsexed",NA,37,NA,"England and Wales (UK)","Cheshire, England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"577","Rhinichthys cataractae","Longnose dace","Female",56,NA,"SL","Canada","Coweeta drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51971 target='_blank' >Roberts et al. 2001</a>"
"580","Salmo salar","Atlantic salmon","Male",75,85,"FL","Spain","Esva River (43°33'N, 6°32'E), 1992-1994","<a href=http://fishbase.ca/references/FBRefSummary.php?id=36293 target='_blank' >Utrilla et al. 1999</a>"
"584","Salmo salar","Atlantic salmon","Female",NA,738,"FL","Canada","Bouleau River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"585","Salmo salar","Atlantic salmon","Female",NA,724,"FL","Canada","Pigou River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"587","Salmo salar","Atlantic salmon","Male",NA,506,"FL","Canada","Bouleau River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"589","Salmo salar","Atlantic salmon","Male",NA,531,"FL","Canada","Pigou River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"596","Salmo salar","Atlantic salmon","Unsexed",600,NA,"TL",NA,"Baltic Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=89463 target='_blank' >ICES 2009</a>"
"599","Salvelinus alpinus alpinus","Arctic char","Female",NA,600,NA,"Canada","Baffin Island","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"602","Salvelinus alpinus alpinus","Arctic char","Unsexed",NA,350,NA,"Canada","Cumberland Sound, Baffin Island","<a href=http://fishbase.ca/references/FBRefSummary.php?id=28967 target='_blank' >Moore 1975</a>"
"603","Salvelinus alpinus alpinus","Arctic char","Unsexed",NA,381,NA,"Canada","Frasier River, northern Labrador","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40568 target='_blank' >Dempson et al. 1985</a>"
"607","Salvelinus confluentus","Bull trout","Unsexed",580,720,"SL",NA,"Tributaries to Thutade Lake, northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"613","Salvelinus malma","Dolly varden","Unsexed",200,NA,"NG",NA,"Not specified (probably in North Korea)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12218 target='_blank' >Chyung 1977</a>"
"614","Salvelinus malma","Dolly varden","Unsexed",NA,320,NA,"Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40572 target='_blank' >Armstrong et al. 1980</a>"
"615","Salvelinus malma","Dolly varden","Unsexed",120,150,"SL",NA,"Tributaries to Thutade Lake, northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"616","Salvelinus namaycush","Lake trout","Unsexed",NA,184,NA,"Canada","Great Slave Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"619","Salvelinus namaycush","Lake trout","Female",422,NA,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"620","Salvelinus namaycush","Lake trout","Male",435,NA,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"621","Salvelinus namaycush","Lake trout","Unsexed",340,NA,NA,"Alaska (USA)","Brooks Range","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33306 target='_blank' >Craig et al. 1975</a>"
"622","Salvelinus namaycush","Lake trout","Unsexed",308,NA,NA,"Alaska (USA)","Subarctic region","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33307 target='_blank' >Burr 1989</a>"
"623","Salvelinus namaycush","Lake trout","Unsexed",NA,370,"FL","Alaska (USA)","Butte Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"624","Salvelinus namaycush","Lake trout","Unsexed",NA,410,"FL","Alaska (USA)","Chandler  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"625","Salvelinus namaycush","Lake trout","Unsexed",NA,481,"FL","Alaska (USA)","Fielding Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"626","Salvelinus namaycush","Lake trout","Unsexed",NA,375,"FL","Alaska (USA)","Glacier  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"627","Salvelinus namaycush","Lake trout","Unsexed",NA,350,"FL","Alaska (USA)","Landlocked Tangle  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"628","Salvelinus namaycush","Lake trout","Unsexed",NA,426,"FL","Alaska (USA)","Paxson Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"629","Salvelinus namaycush","Lake trout","Unsexed",NA,386,"FL","Alaska (USA)","Sevenmile Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"630","Salvelinus namaycush","Lake trout","Unsexed",NA,452,"FL","Alaska (USA)","Summit Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"631","Salvelinus namaycush","Lake trout","Unsexed",NA,343,"FL","Alaska (USA)","Twobit  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"632","Salvelinus namaycush","Lake trout","Unsexed",NA,400,"FL","Alaska (USA)","Upper Tangle Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"633","Salvelinus namaycush","Lake trout","Unsexed",NA,476,"FL","Alaska (USA)","Walker Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"635","Sander canadensis","Sauger","Female",NA,320,NA,"Canada","Lake Nipigon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"636","Sander vitreus","Walleye","Female",360,NA,"TL","Canada","To be filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"637","Sander vitreus","Walleye","Male",280,NA,"TL","Canada","To be filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"643","Spirinchus thaleichthys","Longfin smelt","Unsexed",NA,90,"TL","Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"644","Stenodus leucichthys","Sheefish","Female",700,NA,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"645","Stenodus leucichthys","Sheefish","Male",650,NA,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"646","Stenodus leucichthys","Sheefish","Mixed",480,NA,"FL","Russian Federation","Enisey river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"647","Stenodus leucichthys","Sheefish","Unsexed",600,NA,"SL",NA,"Arctic Ocean basin ","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"651","Stenodus nelma","","Mixed",600,NA,"SL",NA,"Not specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"654","Thaleichthys pacificus","Eulachon","Unsexed",150,NA,"FL","United States","Bering Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"659","Thymallus arcticus","Arctic grayling","Mixed",230,NA,"FL","Russian Federation","Enisey river","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"661","Ctenopharyngodon idella","Grass carp","Female",600,NA,"SL","Russian Federation","Amur River (middle)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"662","Ctenopharyngodon idella","Grass carp","Female",738,NA,"TL","India","Cuttack","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"663","Ctenopharyngodon idella","Grass carp","Female",580,NA,"TL","Malaysia","Malacca","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"664","Ctenopharyngodon idella","Grass carp","Male",600,NA,"SL","Russian Federation","Amur River (middle)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"665","Ctenopharyngodon idella","Grass carp","Male",752,NA,"TL","India","Cuttack","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"666","Ctenopharyngodon idella","Grass carp","Male",510,NA,"TL","Malaysia","Malacca","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48 target='_blank' >Shireman et al. 1983</a>"
"667","Ctenopharyngodon idella","Grass carp","Unsexed",NA,700,NA,NA,"To be filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=150 target='_blank' >Woynarovic... et al. 1980</a>"
"668","Ctenopharyngodon idella","Grass carp","Unsexed",NA,650,"SL","China","Changjiang River = Yangtze","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37797 target='_blank' >Li et al. 1990</a>"
"669","Ctenopharyngodon idella","Grass carp","Unsexed",NA,700,"SL","China","Heilongjiang River = Amur","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37797 target='_blank' >Li et al. 1990</a>"
"670","Ctenopharyngodon idella","Grass carp","Unsexed",NA,550,"SL","China","Zhujiang River = Pearl River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37797 target='_blank' >Li et al. 1990</a>"
"672","Ctenopharyngodon idella","Grass carp","Unsexed",600,NA,"SL",NA,"Not specified ","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"1","Lampetra ayresii","River lamprey","Unsexed",NA,162,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"2","Lethenteron camtschaticum","Arctic lamprey","Unsexed",NA,180,NA,"United States","Alaska","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"3","Lampetra richardsoni","Western brook lamprey","Unsexed",NA,165,NA,"Canada","British Columbia","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"4","Entosphenus tridentatus","Pacific lamprey","Unsexed",NA,537,NA,"Canada","Thompson and Nicola Rivers, British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"5","Lethenteron?alaskense","Darktail lamprey","Unsexed",150,180,NA,"United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"610","Petromyzon marinus","Sea lamprey","Unsexed",NA,140,NA,"United States","New York","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"710","Acipenser brevirostrum","Shortnose sturgeon","Female",NA,550,"FL","Canada",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"8","Acipenser fulvescens","Lake sturgeon","Unsexed",NA,950,"TL",NA,NA,"<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"910","Acipenser transmontanus","White sturgeon","Female",NA,1400,NA,"Canada","Fraser River, British Columbia","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"1010","Hiodon alosoides","Goldeye","Unsexed",NA,320,"FL",NA,"North America","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"11","Hiodon tergisus","Mooneye","Unsexed",NA,320,"TL",NA,"North America","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"1210","Anguilla rostrata","American eel","Male",NA,290,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"13","Anguilla rostrata","American eel","Female",NA,460,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"14","Alosa aestivalis","Blueback herring","Unsexed",NA,195,NA,"Canada",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"15","Alosa pseudoharengus","Alewife","Unsexed",NA,138,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>"
"16","Alosa sapidissima","American shad","Unsexed",NA,470,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"17","Dorosoma cepedianum '","Gizzard shad","Unsexed",NA,279,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>"
"18","Campostoma anomalum","Central stoneroller","Female",70,NA,NA,"Canada","Thames River, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"19","Campostoma anomalum","Central stoneroller","Male",75,NA,NA,"Canada","Thames River, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"202","Carassius auratus","Goldfish","Unsexed",NA,175,NA,NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>"
"212","Clinostomus elongatus","Redside dace","Male",NA,61.7,"SL","United States","New York","<a href=https://doi.org/10.2307/1436880 target='_blank' >Koster, 1939</a>"
"22","Clinostomus elongatus","Redside dace","Female",NA,69.1,"SL","United States","New York","<a href=https://doi.org/10.2307/1436880 target='_blank' >Koster, 1939</a>"
"2310","Couesius plumbeus","Lake chub","Unsexed",NA,108,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"244","Cyprinus carpio","Common carp","Unsexed",NA,353,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
