"","ScientificName","CommonName","FrenchName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"256","Salmo trutta","Brown Trout","Truite commune","Female",NA,169,"FL","Norway","Bjøråa Stream (above Waterfalls), 1997-1999 (Sep. - Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"257","Salmo trutta","Brown Trout","Truite commune","Female",NA,168,"FL","Norway","Bjøråa Stream (Below Waterfalls), 1997-1999 (Sep. - Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"258","Salmo trutta","Brown Trout","Truite commune","Female",NA,174,"FL","Norway","Gjesa Stream (Below Waterfalls), 1997-1999 (Sep.- Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"259","Salmo trutta","Brown Trout","Truite commune","Female",NA,169,"FL","Norway","Lvåa Stream (above Waterfalls), 1997-1999 (Sep.-Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"260","Salmo trutta","Brown Trout","Truite commune","Female",NA,164,"FL","Norway","Osa Stream (above Waterfalls), 1997-1999 (Sep.-Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"261","Salmo trutta","Brown Trout","Truite commune","Female",NA,188,"FL","Norway","Osa Stream (Below Waterfalls), 1997-1999 (Sep.-Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"262","Salmo trutta","Brown Trout","Truite commune","Male",NA,142,"FL","Norway","Bellbekken Stream (above  Waterfalls), 1997–1999 (Sep. - Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"263","Salmo trutta","Brown Trout","Truite commune","Male",NA,141,"FL","Norway","Bjøråa Stream (above Waterfalls), 1997-1999 (Sep. - Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"264","Salmo trutta","Brown Trout","Truite commune","Male",NA,159,"FL","Norway","Bjøråa Stream (Below Waterfalls), 1997-1999 (Sep. - Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"265","Salmo trutta","Brown Trout","Truite commune","Male",NA,148,"FL","Norway","Gjesa Stream (Below Waterfalls), 1997-1999 (Sep.- Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"266","Salmo trutta","Brown Trout","Truite commune","Male",NA,162,"FL","Norway","Osa Stream (above Waterfalls), 1997-1999 (Sep.-Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"267","Salmo trutta","Brown Trout","Truite commune","Male",NA,187,"FL","Norway","Osa Stream (Below Waterfalls), 1997-1999 (Sep.-Oct)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"268","Salmo trutta","Brown Trout","Truite commune","Male",NA,172,"FL","Norway","Ulvåa Stream (above Waterfalls), 1997-1999 (Sep.-Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
"269","Salmo trutta","Brown Trout","Truite commune","Female",NA,162,"FL","Spain","Cabrillas River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"270","Salmo trutta","Brown Trout","Truite commune","Female",NA,141,"FL","Spain","Cega River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"271","Salmo trutta","Brown Trout","Truite commune","Female",NA,156,"FL","Spain","Dulce River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"272","Salmo trutta","Brown Trout","Truite commune","Female",NA,133,"FL","Spain","Eresma River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"273","Salmo trutta","Brown Trout","Truite commune","Female",NA,165,"FL","Spain","Gallo River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"274","Salmo trutta","Brown Trout","Truite commune","Female",NA,145,"FL","Spain","Hoz Seca River/ 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"275","Salmo trutta","Brown Trout","Truite commune","Female",NA,167,"FL","Spain","Jarama River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"276","Salmo trutta","Brown Trout","Truite commune","Male",NA,134,"FL","Spain","Cabrillas River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"277","Salmo trutta","Brown Trout","Truite commune","Male",NA,123,"FL","Spain","Cega River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"278","Salmo trutta","Brown Trout","Truite commune","Male",NA,141,"FL","Spain","Dulce River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"279","Salmo trutta","Brown Trout","Truite commune","Male",NA,125,"FL","Spain","Eresma River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"280","Salmo trutta","Brown Trout","Truite commune","Male",NA,132,"FL","Spain","Gallo River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"281","Salmo trutta","Brown Trout","Truite commune","Male",NA,139,"FL","Spain","Hoz Seca River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"282","Salmo trutta","Brown Trout","Truite commune","Male",NA,139,"FL","Spain","Jaram River / 1996-1998","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91501 target='_blank' >Nicola et al. 2002</a>"
"283","Salmo trutta","Brown Trout","Truite commune","Female",NA,360,"TL","United States","Caney Fork River, Tennessee","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120718 target='_blank' >Holbrook et al. 2006</a>"
"284","Salmo trutta","Brown Trout","Truite commune","Female",NA,319,"TL","United States","Clinch River, Tennessee","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120718 target='_blank' >Holbrook et al. 2006</a>"
"285","Salmo trutta","Brown Trout","Truite commune","Female",NA,294,"TL","United States","South Fork of the Holston River, Tennessee","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120718 target='_blank' >Holbrook et al. 2006</a>"
"286","Salmo trutta","Brown Trout","Truite commune","Female",NA,256,"TL","United States","Watauga River, Tennessee","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120718 target='_blank' >Holbrook et al. 2006</a>"
"287","Salmo trutta","Brown Trout","Truite commune","Female",13,NA,"SL","Greece","Aspropotamos Stream (March 1981- February 1982)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27724 target='_blank' >Papageorgi... et al. 1983</a>"
"288","Salmo trutta","Brown Trout","Truite commune","Male",10,NA,"SL","Greece","Aspropotamos Stream (March 1981- February 1982)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27724 target='_blank' >Papageorgi... et al. 1983</a>"
"289","Salmo trutta","Brown Trout","Truite commune","Female",147,NA,NA,NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41168 target='_blank' >Gabrielyan 2001</a>"
"290","Salmo trutta","Brown Trout","Truite commune","Male",125,NA,NA,NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41168 target='_blank' >Gabrielyan 2001</a>"
"291","Salmo trutta","Brown Trout","Truite commune","Female",2570,4285,"FL","Poland","Department of Salmonid Research in Rutki of the Inland Fisheries Institute, Olsztyn, 1998-2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91275 target='_blank' >Dębowski et al. 2005</a>"
"292","Salvelinus alpinus","Arctic Char","Omble chevalier","Female",NA,600,NA,"Canada","Baffin Island","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"293","Salvelinus alpinus","Arctic Char","Omble chevalier","Unsexed",NA,350,"FL","Canada","Cumberland Sound, Baffin Island","<a href=http://fishbase.ca/references/FBRefSummary.php?id=28967 target='_blank' >Moore 1975</a>"
"294","Salvelinus alpinus","Arctic Char","Omble chevalier","Unsexed",NA,381,NA,"Canada","Frasier River, Northern Labrador","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40568 target='_blank' >Dempson et al. 1985</a>"
"295","Salvelinus confluentus","Bull Trout","Omble à tête plate","Unsexed",580,720,"SL",NA,"Tributaries to Thutade Lake, Northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"296","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",200,NA,"NG",NA,"Not Specified (Probably in North Korea)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12218 target='_blank' >Chyung 1977</a>"
"297","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",NA,320,NA,"Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40572 target='_blank' >Armstrong et al. 1980</a>"
"298","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",120,150,"SL",NA,"Tributaries to Thutade Lake, Northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"299","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,184,NA,"Canada","Great Slave Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"300","Salvelinus namaycush","Lake Trout","Touladi","Female",422,461,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"301","Salvelinus namaycush","Lake Trout","Touladi","Male",435,448,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"302","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",340,420,NA,"Alaska (USA)","Brooks Range","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33306 target='_blank' >Craig et al. 1975</a>"
"303","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",308,417,NA,"Alaska (USA)","Subarctic Region","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33307 target='_blank' >Burr 1989</a>"
"304","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,370,"FL","Alaska (USA)","Butte Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"305","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,410,"FL","Alaska (USA)","Chandler  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"306","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,481,"FL","Alaska (USA)","Fielding Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"307","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,375,"FL","Alaska (USA)","Glacier  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"308","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,350,"FL","Alaska (USA)","Landlocked Tangle  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"309","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,426,"FL","Alaska (USA)","Paxson Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"310","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,386,"FL","Alaska (USA)","Sevenmile Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"311","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,452,"FL","Alaska (USA)","Summit Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"312","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,343,"FL","Alaska (USA)","Twobit  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"313","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,400,"FL","Alaska (USA)","Upper Tangle Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"314","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,476,"FL","Alaska (USA)","Walker Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"315","Salvelinus namaycush","Lake Trout","Touladi","Female",NA,572,"TL","United States","Lake Ontario/1978-1993","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"316","Salvelinus namaycush","Lake Trout","Touladi","Mixed",NA,594,"TL","United States","Lake Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"317","Salvelinus namaycush","Lake Trout","Touladi","Mixed",NA,414,"TL","Canada","Northwestern Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"318","Sander canadensis","Sauger","Doré noir","Female",NA,320,NA,"Canada","Lake Nipigon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"319","Sander vitreus","Walleye","Doré jaune","Female",360,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"320","Sander vitreus","Walleye","Doré jaune","Male",280,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"321","Sander vitreus","Walleye","Doré jaune","Female",NA,454,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"322","Sander vitreus","Walleye","Doré jaune","Male",NA,337,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"323","Sander vitreus","Walleye","Doré jaune","Female",NA,455,"FL","Canada","Dauphin Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"324","Sander vitreus","Walleye","Doré jaune","Female",NA,440,"FL","Canada","Lake Winnipegosis , Manitoba/1987","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"325","Sander vitreus","Walleye","Doré jaune","Female",NA,375,"FL","Canada","Unger Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"326","Sander vitreus","Walleye","Doré jaune","Female",381,406,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"327","Sander vitreus","Walleye","Doré jaune","Male",305,324,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"328","Sander vitreus","Walleye","Doré jaune","Female",NA,420,"TL",NA,"St. Marys River, North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"329","Sander vitreus","Walleye","Doré jaune","Female",440,NA,"TL","United States","Lake Erie/1989-2015","<a href=http://fishbase.ca/references/FBRefSummary.php?id=126520 target='_blank' >Ma et al. 2021</a>"
"330","Sander vitreus","Walleye","Doré jaune","Male",377,NA,"TL","United States","Lake Erie/1989-2015","<a href=http://fishbase.ca/references/FBRefSummary.php?id=126520 target='_blank' >Ma et al. 2021</a>"
"331","Spirinchus thaleichthys","Longfin Smelt","Éperlan d'hiver","Unsexed",NA,90,"TL","Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"332","Stenodus leucichthys","Inconnu","Inconnu","Female",700,725,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"333","Stenodus leucichthys","Inconnu","Inconnu","Male",650,675,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"334","Stenodus leucichthys","Inconnu","Inconnu","Mixed",480,560,"FL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"335","Stenodus leucichthys","Inconnu","Inconnu","Unsexed",600,750,"SL",NA,"Arctic Ocean Basin ","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"336","Thaleichthys pacificus","Eulachon","Eulakane","Unsexed",150,155,"FL","United States","Bering Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"337","Thymallus arcticus","Arctic Grayling","Ombre arctique","Mixed",230,245,"FL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"338","Thymallus thymallus","European Grayling","Ombre commun","Unsexed",NA,300,NA,"Finland","Rautalampi Water System, Central Finland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=6114 target='_blank' >Koli 1990</a>"
"339","Tinca tinca","Tench","Tanche","Unsexed",70,160,"SL",NA,"Europe","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"340","Tinca tinca","Tench","Tanche","Female",198,NA,"FL","Turkey","Kayabogazi Dam Lake (1996-1997)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75325 target='_blank' >Alas et al. 2004</a>"
"341","Tinca tinca","Tench","Tanche","Male",169,NA,"FL","Turkey","Kayabogazi Dam Lake (1996-1997)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75325 target='_blank' >Alas et al. 2004</a>"
"342","Dallia pectoralis","Alaska Blackfish","Dallia","Unsexed",NA,50,NA,"United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >McPhail and Lindsey, 1970</a>"
"343","Alosa pseudoharengus","Alewife","Gaspareau","Unsexed",NA,138,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>"
"344","Anguilla rostrata","American Eel","Anguille d'Amérique","Male",NA,290,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"345","Anguilla rostrata","American Eel","Anguille d'Amérique","Female",NA,460,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"346","Alosa sapidissima","American Shad","Alose savoureuse","Unsexed",NA,470,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"347","Salvelinus alpinus alpinus","Arctic Char","Omble chevalier","Unsexed",NA,363,"FL","Canada","Frobisher Bay, Nunavut","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"348","Thymallus arcticus","Arctic Grayling","Ombre arctique","Unsexed",NA,326,"FL","Canada","Prairie Creek, Alberta","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"349","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Unsexed",NA,180,NA,"United States","Alaska","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"350","Salmo salar","Atlantic Salmon","Saumon Atlantique","Unsexed",NA,800,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"351","Fundulus diaphanus","Banded Killifish","Fondule barré","Unsexed",NA,53,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"352","Coregonus laurettae","Bering Cisco","Cisco de Béring","Unsexed",NA,345,"FL","United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=28864 target='_blank' >Alt, 1973</a>"
"353","Ictiobus cyprinellus","Bigmouth Buffalo","Poisson-taureau","Unsexed",NA,400,NA,"Canada","Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"354","Notropis dorsalis","Bigmouth Shiner","Méné à grande bouche","Unsexed",NA,48,"TL","United States","Des Moines River, Iowa","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"355","Ictiobus niger","Black Buffalo",NA,"Unsexed",225,308,NA,"United States",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"356","Ameiurus melas","Black Bullhead","Poisson-chat","Unsexed",NA,220,"TL","United States","North Dakota","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"357","Pomoxis nigromaculatus","Black Crappie","Marigane noire","Unsexed",NA,192,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"358","Moxostoma duquesnii","Black Redhorse",NA,"Unsexed",NA,230,NA,"United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"359","Notropis heterodon","Blackchin Shiner","Menton noir","Unsexed",NA,37,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"360","Coregonus nigripinnis","Blackfin Cisco",NA,"Unsexed",NA,183,"SL","Canada","Lake Winnipeg","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"361","Rhinichthys atratulus","Blacknose Dace","Naseux noir","Unsexed",NA,49,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"362","Notropis heterolepis","Blacknose Shiner","Museau noir","Unsexed",NA,24,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"363","Percina maculata","Blackside Darter",NA,"Unsexed",NA,70,"TL","United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"364","Fundulus notatus","Blackstripe Topminnow",NA,"Unsexed",36,38,"TL","United States","Fox River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"365","Fundulus notatus","Blackstripe Topminnow",NA,"Mixed",41,48,"TL","United States","Rock River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"366","Coregonus hoyi","Bloater",NA,"Unsexed",NA,208,"FL","Canada","Lake Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"367","Alosa aestivalis","Blueback Herring","Alose d'été","Unsexed",NA,195,NA,"Canada",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"368","Lepomis macrochirus","Bluegill","Crapet arlequin","Unsexed",NA,93,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"369","Pimephales notatus","Bluntnose Minnow",NA,"Unsexed",NA,50,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"370","Catostomus columbianus","Bridgelip Sucker","Meunier de l'ouest","Unsexed",NA,378,"FL","Canada","British Columbia","<a href=http://dx.doi.org/10.1577/1548-8659(1980)109%3C92:LHOTBS%3E2.0.CO;2 target='_blank' >Dauble, 1980</a>"
"371","Noturus miurus","Brindled Madtom",NA,"Unsexed",51,61,NA,"United States","Ohio","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Scott and Crossman, 1973</a>"
"372","Labidesthes sicculus","Brook Silverside","Crayon d'argent","Unsexed",NA,74,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"373","Culaea inconstans","Brook Stickleback","Épinoche à cinq épines","Unsexed",NA,50,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"374","Salvelinus fontinalis","Brook Trout","Saumon de fontaine","Unsexed",NA,156,"SL","Canada","Ontario Lake","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >Portt et al. 1988</a>"
"375","Ameiurus nebulosus","Brown Bullhead","Barbotte brune","Unsexed",NA,161,"SL","Canada","Ontario Lake","<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"376","Salmo trutta","Brown Trout","Truite commune","Unsexed",NA,258,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"377","Salvelinus confluentus","Bull Trout","Omble à tête plate","Unsexed",NA,385,NA,"Canada","British Columbia","<a href=http://publications.gc.ca/pub?id=9.562530&sl=0 target='_blank' >Ford et al. 1995</a>"
"378","Lota lota","Burbot","Lotte","Unsexed",NA,370,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"379","Umbra limi","Central Mudminnow","Umbre de vase","Unsexed",NA,110,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"380","Campostoma anomalum","Central Stoneroller","Roule-caillou","Female",70,NA,NA,"Canada","Thames River, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"381","Campostoma anomalum","Central Stoneroller","Roule-caillou","Male",75,NA,NA,"Canada","Thames River, Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"382","Esox niger","Chain Pickerel","Brochet maillé","Unsexed",NA,440,"TL","Canada","New Brunswick","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
